"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"+1 Shortsword","DMG'24","324","uncommon","Weapon (Shortsword), Martial Weapon, Melee Weapon","","1d6 Piercing","Finesse, Light","Mastery: Vex","2 lb.","","You have a +1 bonus to attack and damage rolls made with this magic weapon. Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"+1 Sickle","DMG'24","324","uncommon","Weapon (Sickle), Simple Weapon, Melee Weapon","","1d4 Slashing","Light","Mastery: Nick","2 lb.","","You have a +1 bonus to attack and damage rolls made with this magic weapon. Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Mastery: Nick. When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
"+1 Sling","DMG'24","324","uncommon","Weapon (Sling), Simple Weapon, Ranged Weapon","","1d4 Bludgeoning","Ammunition (Range 30/120 ft.; Sling Bullet)","Mastery: Slow","","","You have a +1 bonus to attack and damage rolls made with this magic weapon. Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
"+1 Sling Bullet","DMG'24","228","uncommon","Ammunition (Sling Bullet)","","","","","1.2 oz.","","You have a +1 bonus to attack and damage rolls made with this piece of magic ammunition. Once it hits a target, the ammunition is no longer magical.Sling bullets are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.Sling Bullets are typically stored in a Pouch (bought separately)."
"+1 Spear","DMG'24","324","uncommon","Weapon (Spear), Simple Weapon, Melee Weapon","","1d6 Piercing","Thrown (20/60 ft.), Versatile (1d8)","Mastery: Sap","3 lb.","","You have a +1 bonus to attack and damage rolls made with this magic weapon. Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
"+1 Splint Armor","DMG'24","230","rare","Heavy Armor (Splint Armor)","","AC 17","","","60 lb.","","You have a +1 bonus to AC while wearing this armor.The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
"+1 Studded Leather Armor","DMG'24","230","rare","Light Armor (Studded Leather Armor)","","AC 12 + Dex","","","13 lb.","","You have a +1 bonus to AC while wearing this armor."
"+1 Trident","DMG'24","324","uncommon","Weapon (Trident), Martial Weapon, Melee Weapon","","1d8 Piercing","Thrown (20/60 ft.), Versatile (1d10)","Mastery: Topple","4 lb.","","You have a +1 bonus to attack and damage rolls made with this magic weapon. Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
"+1 War Pick","DMG'24","324","uncommon","Weapon (War Pick), Martial Weapon, Melee Weapon","","1d8 Piercing","Versatile (1d10)","Mastery: Sap","2 lb.","","You have a +1 bonus to attack and damage rolls made with this magic weapon. Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
"+1 Warhammer","DMG'24","324","uncommon","Weapon (Warhammer), Martial Weapon, Melee Weapon","","1d8 Bludgeoning","Versatile (1d10)","Mastery: Push","5 lb.","","You have a +1 bonus to attack and damage rolls made with this magic weapon. Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
"+1 Whip","DMG'24","324","uncommon","Weapon (Whip), Martial Weapon, Melee Weapon","","1d4 Slashing","Finesse, Reach","Mastery: Slow","3 lb.","","You have a +1 bonus to attack and damage rolls made with this magic weapon. Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
