"Name","Source","Page","Size","Type","Alignment","AC","HP","Speed","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","Saving Throws","Skills","Damage Vulnerabilities","Damage Resistances","Damage Immunities","Condition Immunities","Senses","Languages","CR","Traits","Actions","Bonus Actions","Reactions","Legendary Actions","Mythic Actions","Lair Actions","Regional Effects","Environment","Treasure"
"Nothic","MM'25","228","Medium","Aberration","neutral evil","15","45 (6d8 + 18)","30 ft.","14","16","16","13","10","8","","Arcana +3, Insight +4, Perception +4, Stealth +5","","","","","Truesight 120 ft., passive Perception 14","Undercommon","2 (XP 450; PB +2)","","Multiattack. The nothic makes two Claw attacks.
Claw. Melee Attack Roll: +5, reach 5 ft. Hit: 8 (1d10 + 3) Slashing damage.
Rotting Gaze. Constitution Saving Throw: DC 13, one creature the nothic can see within 120 feet. Failure: 17 (5d6) Necrotic damage. Success: Half damage.","Weird Insight (Recharge 6). Wisdom Saving Throw: DC 14, one creature the nothic can see within 120 feet. Failure: The nothic magically learns one fact or secret about the target.","","","","","","Underdark","Arcana"
"Ochre Jelly","MM'25","230","Large","Ooze","unaligned","8","52 (7d10 + 14)","20 ft., Climb 20 ft.","15","6","14","2","6","1","","","","acid","lightning, slashing","charmed, deafened, exhaustion, frightened, grappled, prone, restrained","Blindsight 60 ft., passive Perception 8","—","2 (XP 450; PB +2)","Amorphous. The jelly can move through a space as narrow as 1 inch without expending extra movement to do so.
Spider Climb. The jelly can climb difficult surfaces, including along ceilings, without needing to make an ability check.","Pseudopod. Melee Attack Roll: +4, reach 5 ft. Hit: 12 (3d6 + 2) Acid damage.","","Split. Trigger: While the jelly is Large or Medium and has 10+ Hit Points, it becomes Bloodied or is subjected to Lightning or Slashing damage. Response: The jelly splits into two new Ochre Jellies. Each new jelly is one size smaller than the original jelly and acts on its Initiative. The original jelly's Hit Points are divided evenly between the new jellies (round down).","","","","","Underdark",""
"Octopus","MM'25","365","Small","Beast","unaligned","12","3 (1d6)","5 ft., Swim 30 ft.","4","15","11","3","10","4","","Perception +2, Stealth +6","","","","","Darkvision 30 ft., passive Perception 12","—","0 (XP 10; PB +2)","Compression. The octopus can move through a space as narrow as 1 inch without expending extra movement to do so.
Water Breathing. The octopus can breathe only underwater.","Tentacles. Melee Attack Roll: +4, reach 5 ft. Hit: 1 Bludgeoning damage.","","Ink Cloud (1/Day). Trigger: A creature ends its turn within 5 feet of the octopus while underwater. Response: The octopus releases ink that fills a 5-foot Cube centered on itself, and the octopus moves up to its Swim Speed. The Cube is Heavily Obscured for 1 minute or until a strong current or similar effect disperses the ink.","","","","","Underwater",""
"Ogre","MM'25","231","Large","Giant","chaotic evil","11","68 (8d10 + 24)","40 ft.","19","8","16","5","7","7","","","","","","","Darkvision 60 ft., passive Perception 8","Common, Giant","2 (XP 450; PB +2)","","Greatclub. Melee Attack Roll: +6, reach 5 ft. Hit: 13 (2d8 + 4) Bludgeoning damage.
Javelin. Melee or Ranged Attack Roll: +6, reach 5 ft. or range 30/120 ft. Hit: 11 (2d6 + 4) Piercing damage.","","","","","","","Arctic, Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark","Armaments"
"Ogre Zombie","MM'25","346","Large","Undead","neutral evil","8","85 (9d10 + 36)","30 ft.","19","6","18","3","6","5","Wis +0","","","","poison","exhaustion, poisoned","Darkvision 60 ft., passive Perception 8","Understands Common and Giant but can't speak","2 (XP 450; PB +2)","Undead Fortitude. If damage reduces the zombie to 0 Hit Points, it makes a Constitution saving throw (DC 5 plus the damage taken) unless the damage is Radiant or from a Critical Hit. On a successful save, the zombie drops to 1 Hit Point instead.","Slam. Melee Attack Roll: +6, reach 5 ft. Hit: 13 (2d8 + 4) Bludgeoning damage.","","","","","","","Planar (Shadowfell), Underdark, Urban",""
"Oni","MM'25","232","Large","Fiend","lawful evil","17","119 (14d10 + 42)","30 ft., Fly 30 ft. (hover)","19","11","16","14","12","15","Dex +3, Con +6, Wis +4, Cha +5","Arcana +5, Deception +8, Perception +4","","cold","","","Darkvision 60 ft., passive Perception 14","Common, Giant","7 (XP 2,900; PB +3)","Regeneration. The oni regains 10 Hit Points at the start of each of its turns if it has at least 1 Hit Point.","Multiattack. The oni makes two Claw or Nightmare Ray attacks. It can replace one attack with a use of Spellcasting.
Claw. Melee Attack Roll: +7, reach 10 ft. Hit: 10 (1d12 + 4) Slashing damage plus 9 (2d8) Necrotic damage.
Nightmare Ray. Ranged Attack Roll: +5, range 60 ft. Hit: 9 (2d6 + 2) Psychic damage, and the target has the Frightened condition until the start of the oni's next turn.
Shape-Shift. The oni shape-shifts into a Small or Medium Humanoid or a Large Giant, or it returns to its true form. Other than its size, its game statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed.
Spellcasting. The oni casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 13):1/day each: Charm Person (level 2 version), Darkness, Gaseous Form, Sleep","Invisibility. The oni casts Invisibility on itself, requiring no spell components and using the same spellcasting ability as Spellcasting.","","","","","","Forest, Urban","Armaments"
"Otyugh","MM'25","233","Large","Aberration","neutral","14","104 (11d10 + 44)","30 ft.","16","11","19","6","13","6","Con +7","","","","","","Darkvision 120 ft., passive Perception 11","Otyugh; telepathy 120 ft. (doesn't allow the receiving creature to respond telepathically)","5 (XP 1,800; PB +3)","","Multiattack. The otyugh makes one Bite attack and two Tentacle attacks.
Bite. Melee Attack Roll: +6, reach 5 ft. Hit: 12 (2d8 + 3) Piercing damage, and the target has the Poisoned condition. Whenever the Poisoned target finishes a Long Rest, it is subjected to the following effect. Constitution Saving Throw: DC 15. Failure: The target's Hit Point maximum decreases by 5 (1d10) and doesn't return to normal until the Poisoned condition ends on the target. Success: The Poisoned condition ends.
Tentacle. Melee Attack Roll: +6, reach 10 ft. Hit: 12 (2d8 + 3) Piercing damage. If the target is a Medium or smaller creature, it has the Grappled condition (escape DC 13) from one of two tentacles.
Tentacle Slam. Constitution Saving Throw: DC 14, each creature Grappled by the otyugh. Failure: 16 (3d8 + 3) Bludgeoning damage, and the target has the Stunned condition until the start of the otyugh's next turn. Success: Half damage only.","","","","","","","Underdark","Any"
"Owl","MM'25","366","Tiny","Beast","unaligned","11","1 (1d4 - 1)","5 ft., Fly 60 ft.","3","13","8","2","12","7","","Perception +5, Stealth +5","","","","","Darkvision 120 ft., passive Perception 15","—","0 (XP 10; PB +2)","Flyby. The owl doesn't provoke Opportunity Attacks when it flies out of an enemy's reach.","Talons. Melee Attack Roll: +3, reach 5 ft. Hit: 1 Slashing damage.","","","","","","","Arctic, Forest, Hill",""
"Owlbear","MM'25","234","Large","Monstrosity","unaligned","13","59 (7d10 + 21)","40 ft., Climb 40 ft.","20","12","17","3","12","7","","Perception +5","","","","","Darkvision 60 ft., passive Perception 15","—","3 (XP 700; PB +2)","","Multiattack. The owlbear makes two Rend attacks.
Rend. Melee Attack Roll: +7, reach 5 ft. Hit: 14 (2d8 + 5) Slashing damage.","","","","","","","Forest",""
"Panther","MM'25","366","Medium","Beast","unaligned","13","13 (3d8)","50 ft., Climb 40 ft.","14","16","10","3","14","7","","Perception +4, Stealth +6","","","","","Darkvision 60 ft., passive Perception 14","—","1/4 (XP 50; PB +2)","","Rend. Melee Attack Roll: +5, reach 5 ft. Hit: 6 (1d6 + 3) Slashing damage.","Nimble Escape. The panther takes the Disengage or Hide action.","","","","","","Forest, Grassland, Hill",""
"Pegasus","MM'25","235","Large","Celestial","chaotic good","12","59 (7d10 + 21)","60 ft., Fly 90 ft.","18","15","16","10","15","13","Dex +4, Con +5, Wis +4, Cha +3","Perception +6","","","","","passive Perception 16","Understands Celestial, Common, Elvish, and Sylvan but can't speak","2 (XP 450; PB +2)","","Hooves. Melee Attack Roll: +6, reach 5 ft. Hit: 7 (1d6 + 4) Bludgeoning damage plus 5 (2d4) Radiant damage.","","","","","","","Forest, Grassland, Hill, Planar (Upper Planes)",""
"Phase Spider","MM'25","239","Large","Monstrosity","unaligned","14","45 (7d10 + 7)","30 ft., Climb 30 ft.","15","16","12","6","10","6","","Stealth +7","","","","","Darkvision 60 ft., passive Perception 10","—","3 (XP 700; PB +2)","Ethereal Sight. The spider can see 60 feet into the Ethereal Plane while on the Material Plane and vice versa.
Spider Climb. The spider can climb difficult surfaces, including along ceilings, without needing to make an ability check.
Web Walker. The spider ignores movement restrictions caused by webs, and the spider knows the location of any other creature in contact with the same web.","Multiattack. The spider makes two Bite attacks.
Bite. Melee Attack Roll: +5, reach 5 ft. Hit: 8 (1d10 + 3) Piercing damage plus 9 (2d8) Poison damage. If this damage reduces the target to 0 Hit Points, the target becomes Stable, and it has the Poisoned condition for 1 hour. While Poisoned, the target also has the Paralyzed condition.","Ethereal Jaunt. The spider teleports from the Material Plane to the Ethereal Plane or vice versa.","","","","","","Desert, Forest, Grassland, Hill, Planar (Ethereal Plane), Underdark, Urban","Any"
"Piranha","MM'25","366","Tiny","Beast","unaligned","13","1 (1d4 - 1)","5 ft., Swim 40 ft.","2","16","9","1","7","2","","","","","","","Darkvision 60 ft., passive Perception 8","—","0 (XP 10; PB +2)","Water Breathing. The piranha can breathe only underwater.","Bite. Melee Attack Roll: +5 (with Advantage if the target doesn't have all its Hit Points), reach 5 ft. Hit: 1 Piercing damage.","","","","","","","Underwater",""
"Pirate","MM'25","241","Small or Medium","Humanoid","neutral","14","33 (6d8 + 6)","30 ft.","10","16","12","8","12","14","Dex +5, Cha +4","","","","","","passive Perception 11","Common plus one other language","1 (XP 200; PB +2)","","Multiattack. The pirate makes two Dagger attacks. It can replace one attack with a use of Enthralling Panache.
Dagger. Melee or Ranged Attack Roll: +5, reach 5 ft. or range 20/60 ft. Hit: 5 (1d4 + 3) Piercing damage.
Enthralling Panache. Wisdom Saving Throw: DC 12, one creature the pirate can see within 30 feet. Failure: The target has the Charmed condition until the start of the pirate's next turn.","","","","","","","Any","Individual, Implements"
"Pirate Captain","MM'25","242","Small or Medium","Humanoid","neutral","17","84 (13d8 + 26)","30 ft.","10","18","14","10","14","17","Str +3, Dex +7, Wis +5, Cha +6","Acrobatics +7, Perception +5","","","","","passive Perception 15","Common plus one other language","6 (XP 2,300; PB +3)","","Multiattack. The pirate makes three attacks, using Rapier or Pistol in any combination.
Rapier. Melee Attack Roll: +7, reach 5 ft. Hit: 13 (2d8 + 4) Piercing damage, and the pirate has Advantage on the next attack roll it makes before the end of this turn.
Pistol. Ranged Attack Roll: +7, range 30/90 ft. Hit: 15 (2d10 + 4) Piercing damage.","Captain's Charm. Wisdom Saving Throw: DC 14, one creature the pirate can see within 30 feet. Failure: The target has the Charmed condition until the start of the pirate's next turn.","Riposte. Trigger: The pirate is hit by a melee attack roll while holding a weapon. Response: The pirate adds 3 to its AC against that attack, possibly causing it to miss. On a miss, the pirate makes one Rapier attack against the triggering creature if within range.","","","","","Any","Individual, Implements"
"Pit Fiend","MM'25","243","Large","Fiend (Devil)","lawful evil","21","337 (27d10 + 189)","30 ft., Fly 60 ft.","26","14","24","22","18","24","Dex +8, Wis +10","Perception +10, Persuasion +19","","cold","fire, poison","poisoned","Truesight 120 ft., passive Perception 20","Infernal; telepathy 120 ft.","20 (XP 25,000; PB +6)","Diabolical Restoration. If the pit fiend dies outside the Nine Hells, its body disappears in sulfurous smoke, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Nine Hells.
Fear Aura. The pit fiend emanates an aura in a 20-foot Emanation while it doesn't have the Incapacitated condition. Wisdom Saving Throw: DC 21, any enemy that starts its turn in the aura. Failure: The target has the Frightened condition until the start of its next turn. Success: The target is immune to this pit fiend's aura for 24 hours.
Legendary Resistance (4/Day). If the pit fiend fails a saving throw, it can choose to succeed instead.
Magic Resistance. The pit fiend has Advantage on saving throws against spells and other magical effects.","Multiattack. The pit fiend makes one Bite attack, two Devilish Claw attacks, and one Fiery Mace attack.
Bite. Melee Attack Roll: +14, reach 10 ft. Hit: 18 (3d6 + 8) Piercing damage. If the target is a creature, it must make the following saving throw. Constitution Saving Throw: DC 21. Failure: The target has the Poisoned condition. While Poisoned, the target can't regain Hit Points and takes 21 (6d6) Poison damage at the start of each of its turns, and it repeats the save at the end of each of its turns, ending the effect on itself on a success. After 1 minute, it succeeds automatically.
Devilish Claw. Melee Attack Roll: +14, reach 10 ft. Hit: 26 (4d8 + 8) Necrotic damage.
Fiery Mace. Melee Attack Roll: +14, reach 10 ft. Hit: 22 (4d6 + 8) Force damage plus 21 (6d6) Fire damage.
Hellfire Spellcasting (Recharge 4–6). The pit fiend casts Fireball (level 5 version) twice, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 21). It can replace one Fireball with Hold Monster (level 7 version) or Wall of Fire.","","","","","","","Planar (Nine Hells)","Relics"
